document_id;range_from;range_to;sequence_size;qm_size;em_size;ner_person;ner_organization;ner_country;sentiment;polarity;subjectivity;readability;loaded_language;sadness;joy;fear;disgust;anger
728758697;51;89;38.00;0;0;;;;2.00;0.33;0.65;64.37;0;0.037494;0.086708;0.01378;0.752875;0.227535
728758697;1790;1836;46.00;0;0;;;;3.00;0.80;1;71.82;0;0.050591;0.833607;0.009501;0.104993;0.023824
728972961;4679;4735;56.00;0;0;;Church;;1.00;0.00;0;78.25;0;0.245755;0.009397;0.256345;0.194163;0.656617
728972961;4852;4878;26.00;0;0;;;;2.00;0.00;0;92.8;0;0.358046;0.02877;0.21737;0.163074;0.557147
728972961;4757;4779;22.00;0;0;;Church;;2.00;-0.20;0;59.97;0;0.36211;0.028015;0.22205;0.161733;0.551946
728972961;8558;8706;148.00;0;0;;Theological Commission;;1.00;0.00;0;22.75;0;0.209715;0.274483;0.133369;0.041819;0.068177
728972961;10317;10329;12.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
728972961;10257;10269;12.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
728972961;10157;10169;12.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
728972961;14308;14336;28.00;0;0;;;;2.00;0.00;0;99.23;0;0.061479;0.065286;0.113016;0.346655;0.055442
728972961;16330;16350;20.00;0;0;;Church;;2.00;0.00;0;93.81;0;0.36211;0.028015;0.22205;0.161733;0.551946
728972961;21472;21486;14.00;0;0;;;;2.00;0.00;0;93.81;0;0;0;0;0;0
728972961;25147;25203;56.00;0;0;He, Him;;;1.00;0.00;0;92.12;0;0.096689;0.57952;0.115138;0.075055;0.226818
728972961;29700;29758;58.00;0;0;;;;1.00;-0.67;1;61.33;0;0.68837;0.086838;0.005415;0.013558;0.007114
728972961;1400;1452;52.00;0;2;;;;2.00;0.00;0;83.83;0;0.216365;0.193976;0.202722;0.242271;0.386715
728972961;1692;1733;41.00;0;0;;;;2.00;0.00;0;48.47;0;0.214179;0.33995;0.142231;0.224148;0.163663
728972961;3486;3522;36.00;0;0;;Church;;3.00;0.00;0;89.75;0;0.149779;0.387772;0.183385;0.089802;0.03751
728972961;4910;4936;26.00;0;0;;Church;;1.00;0.00;0;75.88;0;0.228773;0.027002;0.353863;0.050654;0.595824
728972961;5126;5152;26.00;0;0;;;;2.00;0.00;0;83.32;0;0.153567;0.439082;0.210311;0.159341;0.045287
728972961;9021;9032;11.00;0;1;;;;3.00;-0.83;1;-132.59;0;0;0;0;0;0
728972961;8744;8930;186.00;0;0;;Christian Unity;;2.00;0.07;0.2;40.01;0;0.09589;0.180951;0.104213;0.385997;0.168788
728972961;10381;10393;12.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
728972961;10646;10670;24.00;0;0;;;;2.00;0.00;0;83.32;0;0.157401;0.429534;0.217033;0.157098;0.044962
728972961;11014;11182;168.00;0;0;;Council;;1.00;-0.17;0.74;48.47;0;0.533093;0.138976;0.20283;0.233079;0.104979
728972961;12301;12320;19.00;0;0;;;;3.00;-0.33;1;93.81;0;0;0;1;0;0
728972961;13047;13075;28.00;0;0;;;;3.00;0.00;0;115.13;0;0.0441;0.495157;0.191033;0.044247;0.033928
728972961;15155;15275;120.00;0;0;;;;1.50;-0.13;0.55;69.28;0;0.858386;0.048504;0.083597;0.036903;0.134944
728972961;19505;19516;11.00;0;0;;;;1.00;-0.67;1;-132.59;0;0;0;0;0;0
728972961;20640;20668;28.00;0;0;he;;;2.00;-0.50;1;66.4;0;0.148831;0.179551;0.091248;0.074744;0.088473
728972961;21257;21271;14.00;0;0;;;;2.00;0.00;0;93.81;0;0;0;0;0;0
728972961;23063;23084;21.00;0;0;;;;2.00;0.00;0;100.24;0;0.289062;0.017239;0.441301;0.162863;0.272979
728972961;23852;23867;15.00;0;0;;;;3.00;0.00;0;-6.7;0;0;0;0;0;0
728972961;19826;19842;16.00;0;0;;;;2.00;0.00;0;92.8;0;0;0;0;0;0
728972961;24223;24266;43.00;0;0;;;;2.50;-0.67;1;81.29;0;0.694248;0.177762;0.067366;0.030872;0.055702
728972961;26467;26506;39.00;0;0;;;;1.00;0.35;0.65;88.74;0;0.161851;0.410532;0.08601;0.069096;0.074324
728972961;27636;27699;63.00;0;1;;Church;;1.50;0.00;0;100.58;0;0.392547;0.188679;0.156238;0.173439;0.326089
728972961;154;169;15.00;0;0;;;;1.00;-0.60;1;35.61;0;0;0;0;0;0
728972961;762;781;19.00;0;0;;;;2.00;0.00;0;-175.9;0;0.151545;0.169455;0.093654;0.075287;0.122309
728972961;5422;5563;141.00;0;0;;Church;;1.00;0.00;0.12;53.55;0;0.098773;0.415835;0.146544;0.315266;0.06739
728972961;7402;7433;31.00;0;0;;;;2.00;0.00;0;136.11;0;0.222814;0.423914;0.136626;0.098744;0.187455
728972961;9033;9073;40.00;0;0;;;;1.00;-0.49;0.83;63.36;0;0.719292;0.001297;0.429788;0.086523;0.062925
728972961;10921;10947;26.00;0;0;;;;2.00;0.00;0;99.23;0;0.059802;0.067018;0.110635;0.349081;0.056917
728972961;12446;12519;73.00;0;0;;Council;;2.00;0.00;1;66.74;0;0.108455;0.190356;0.155738;0.247303;0.058631
728972961;12770;12902;132.00;0;0;;;;1.00;0.00;0.25;39.67;0;0.351494;0.097903;0.049792;0.164938;0.165154
728972961;14336;14489;153.00;0;0;;;;2.00;-0.20;0;83.15;0;0.196669;0.056362;0.105458;0.521727;0.350301
728972961;15033;15043;10.00;0;0;;;;2.00;-0.67;1;-132.59;0;0;0;0;0;0
728972961;15556;15636;80.00;0;0;;;;2.00;0.00;0;108.7;0;0.120643;0.525012;0.126642;0.041365;0.174175
728972961;15667;15687;20.00;0;0;;;;2.00;0.00;0;-49;0;0.115748;0.198356;0.095394;0.096607;0.10544
728972961;15735;15748;13.00;0;0;;;;2.00;0.00;0;93.81;0;0;0;0;0;0
728972961;16460;16472;12.00;0;0;;;;2.00;0.00;0;-217.19;0;0;0;0;0;0
728972961;16699;16716;17.00;0;0;;;;2.00;0.00;0;34.59;0;0;0;0;0;0
728972961;17455;17472;17.00;0;0;;;;2.00;0.00;0;117.16;0;0.164527;0.151539;0.102866;0.072571;0.090183
728972961;17779;17790;11.00;0;0;;;;2.00;0.00;0;35.61;0;0;0;0;0;0
728972961;18033;18041;8.00;0;0;;;;2.00;0.00;0;120.21;0;0.148831;0.179551;0.091248;0.074744;0.088473
728972961;18773;18795;22.00;0;0;;;;2.00;0.00;0;92.8;0;0.148831;0.179551;0.091248;0.074744;0.088473
728972961;19864;20009;145.00;2;0;;;;2.00;0.00;1;79.97;0;0.245373;0.060479;0.065112;0.154021;0.067832
728972961;20026;20038;12.00;0;0;;;;2.00;0.00;0;119.19;0;0;0;0;0;0
728972961;20061;20074;13.00;0;0;;;;2.00;0.00;0.1;93.81;0;0;0;0;0;0
728972961;20344;20356;12.00;0;0;;;;2.00;0.00;0;119.19;0;0;0;0;0;0
728972961;20775;20802;27.00;0;0;;;;2.00;0.00;0;136.11;0;0.181228;0.161378;0.172993;0.06336;0.124563
728972961;20938;20952;14.00;0;0;;;;2.00;0.00;0;118.18;0;0.177473;0.166317;0.093654;0.072945;0.107344
728972961;21005;21013;8.00;0;0;;;;2.00;0.00;0;120.21;0;0;0;0;0;0
728972961;22844;22857;13.00;0;0;;;;2.00;0.00;0;118.18;0;0.188315;0.144048;0.102866;0.072571;0.111274
728972961;23221;23282;61.00;0;0;;;;1.00;0.50;0.5;68.77;0;0.343741;0.011799;0.181034;0.347092;0.476632
728972961;23956;23965;9.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
728972961;23995;24012;17.00;0;0;;;;2.00;0.00;0;59.97;0;0.862998;0;0.798165;0.828054;0.857143
728972961;24384;24401;17.00;0;0;;;;2.00;0.00;0;119.19;0;0;0.880435;0;0;0
728972961;25136;25145;9.00;0;0;;;;2.00;0.00;0.3;-47.99;0;0;0;0;0;0
728972961;27300;27320;20.00;0;0;him;;;3.00;0.20;0.3;117.16;0;0.172443;0.298614;0.09666;0.042216;0.054897
728972961;29873;29894;21.00;0;0;;;;2.00;0.00;0;92.8;0;0.148831;0.179551;0.091248;0.074744;0.088473
728972961;29921;29944;23.00;0;0;;;;2.00;0.00;0;75.88;0;0.159459;0.36233;0.16968;0.149567;0.063648
728972961;29968;29998;30.00;0;0;;;;3.00;0.00;0;90.77;0;0.040614;0.449855;0.0123;0.004256;0.024679
729303442;303;504;201.00;0;0;Noah Lew;;;1.00;-0.17;0.19;45.43;0;0.692062;0.027277;0.188584;0.150406;0.147221
729303442;1450;1552;102.00;0;0;;McGill BDS;;2.00;0.00;0.03;69.11;0;0.038932;0.039521;0.105427;0.200615;0.290816
729303442;1555;1565;10.00;0;0;;;;2.00;0.00;0;35.61;0;0;0;0.931034;0;0.931034
729303442;2878;2915;37.00;0;0;;;;2.00;0.00;0;32.56;0;0.367268;0.107348;0.060197;0.460505;0.264813
729303442;2953;3233;280.00;0;0;Noah Lew;;;1.00;0.02;0.38;50.16;0;0.231952;0.088133;0.065608;0.29325;0.249337
729303442;4046;4084;38.00;0;0;;;;2.00;-0.10;0.9;15.64;0;0.391901;0.1079;0.083443;0.401154;0.259071
729303442;1303;1326;23.00;0;0;;;;2.00;0.50;1;-49;0;0.128394;0.169402;0.080499;0.11297;0.062454
729303442;3659;3670;11.00;0;0;;;;2.00;0.00;0;77.91;0;0;0;0;0;0
729348908;1976;2018;42.00;0;0;;;;2.00;0.00;0;64.37;0;0.174989;0.11833;0.313213;0.4654;0.245794
729348908;380;567;187.00;0;0;he;Muslim Army, Islamic State;;1.00;-0.10;0.24;53.89;0;0.299312;0.048868;0.170911;0.400058;0.308605
729348908;1749;1847;98.00;0;0;he;;;2.00;0.33;0.5;70.13;0;0.680554;0.155992;0.190737;0.053622;0.05136
729348908;2673;2886;213.00;0;0;He, he, Hasan, Nidal Hussein;;;1.00;0.00;0.25;77.57;0;0.671562;0.030809;0.228314;0.141176;0.228067
729348908;2020;2177;157.00;0;0;He, his, he;Islamic State;;2.00;0.00;0;82.14;0;0.539859;0.088252;0.119372;0.444401;0.091864
729348908;3669;3812;143.00;0;0;Patel, he;State Department;;1.00;0.07;0.23;59.98;0;0.607065;0.048695;0.162735;0.285228;0.159689
729368012;10584;10612;28.00;0;0;;;;1.00;0.00;1;-24.64;0;0.349509;0.058066;0.180665;0.430919;0.042416
729368012;6367;6479;112.00;0;0;his, Obama;;;2.00;0.00;0;86.71;0;0.149901;0.426094;0.176545;0.117847;0.117989
729368012;8080;8091;11.00;0;0;;;;2.00;0.00;0;-132.59;0;0;0;0;0;0
729410793;29;78;49.00;0;0;;;;1.00;0.42;0.58;48.47;0;0.233799;0.704319;0.008232;0.046376;0.0373
729410793;316;397;81.00;0;0;Marx;;;1.00;0.10;0.38;50.84;0;0.645753;0.234436;0.036162;0.144879;0.083611
729410793;657;705;48.00;0;0;;;;2.00;0.00;0;May 15;0;0.210268;0.456183;0.099204;0.06659;0.134022
729410793;708;753;45.00;0;0;;;;2.00;0.00;0;73.85;0;0.196344;0.281414;0.147338;0.13717;0.068744
729410793;754;1018;264.00;0;0;;Church;;1.00;0.40;0.7;29.86;0;0.062212;0.865223;0.005776;0.006987;0.003161
729410793;1018;1344;326.00;0;0;;;;1.75;0.25;0.53;45.46;0;0.219476;0.570584;0.017376;0.189011;0.064368
729410793;1563;1604;41.00;0;0;;;;1.00;-0.10;0.2;80.28;0;0.5648;0.04266;0.252699;0.047324;0.156326
729410793;3356;3482;126.00;0;0;;;;1.00;0.17;0.42;42.72;0;0.213071;0.667293;0.0152;0.037482;0.066827
729410793;3510;3678;168.00;0;0;;Church;;1.00;0.00;0.32;20.72;0;0.193948;0.624376;0.022626;0.118989;0.097696
729410793;4126;4167;41.00;0;0;;;;2.00;0.00;0;55.91;0;0.181867;0.38468;0.075845;0.220481;0.121341
729410793;4237;4366;129.00;0;0;;;;1.00;-0.08;0.38;65.05;0;0.041889;0.8548;0.049289;0.023397;0.044067
729410793;4586;4679;93.00;0;0;Jesus, he;;;2.50;0.40;0.8;96.69;0;0.271529;0.463149;0.090482;0.08908;0.072356
729549972;2347;2381;34.00;0;0;;;;2.00;0.00;0;50.5;0;0.399289;0.03452;0.412096;0.094836;0.342158
729549972;1303;1321;18.00;0;0;;;;2.00;-0.10;0.14;118.18;0;0.21033;0.217124;0.044563;0.044527;0.106058
729549972;1413;1431;18.00;0;0;;;;2.00;-0.10;0.14;118.18;0;0.21033;0.217124;0.044563;0.044527;0.106058
729549972;14;34;20.00;0;0;;;;2.00;0.00;0;Sep 21;0;0.098898;0.317548;0.051357;0.516195;0.082969
729549972;1652;1701;49.00;0;0;;;;2.00;0.00;0;-35.13;0;0.108109;0.479573;0.079931;0.075559;0.112303
729549972;1845;1888;43.00;0;0;;;;2.00;0.00;0;31.55;0;0.249446;0.121464;0.319216;0.113536;0.088328
729549972;154;170;16.00;0;0;;;;2.00;0.00;0;-132.59;0;0.51316;0.040956;0.280022;0.050711;0.370129
729561658;754;778;24.00;0;0;;;;2.00;0.00;0;50.5;0;0.151545;0.174219;0.093654;0.072945;0.08686
729561658;809;833;24.00;0;0;;;;2.00;0.10;0.38;117.16;0;0;0;0;0;0
729561658;1007;1052;45.00;0;0;;;Australia;2.00;0.00;0;79.26;0;0.36288;0.083917;0.149233;0.266413;0.092006
729561658;1494;1738;244.00;0;0;;SNHU Shapiro Library;Australia;2.00;0.08;0.61;77.43;0;0.096746;0.05458;0.10315;0.059216;0.052611
729561658;39;89;50.00;0;0;her;;Australia;2.00;0.00;0;63.36;0;0.164602;0.383021;0.043727;0.066479;0.090811
729561658;251;312;61.00;0;0;;;Australia;2.00;0.00;0;45.42;0;0.196018;0.176354;0.136017;0.120746;0.100628
729578579;645;742;97.00;1;0;Barros;;;1.00;0.00;0;64.71;0;0.380725;0.028501;0.141422;0.200013;0.351558
729578579;6851;6899;48.00;0;0;;;;1.00;0.00;0.1;96.18;0;0.486009;0.017573;0.170578;0.21636;0.406856
729578579;16495;16517;22.00;1;0;him;;;2.00;0.00;0;116.15;0;0;0;0;0;0
729578579;18426;18473;47.00;1;0;;;;1.00;-0.23;0.78;103.63;0;0.50946;0.084629;0.048876;0.410617;0.250386
729578579;21886;21905;19.00;0;0;;;;2.00;0.00;0;-49;0;0.318098;0.125636;0.035534;0.414213;0.054014
729578579;225;260;35.00;1;0;his, Juan Barros;;;2.00;0.70;0.6;90.77;0;0.098199;0.649771;0.062862;0.070347;0.082464
729578579;368;403;35.00;0;0;;;;2.00;0.00;0;08. Feb;0;0.142313;0.042232;0.175253;0.578997;0.112669
729578579;604;636;32.00;0;0;;;;2.00;0.00;0;-133.6;0;0.151545;0.168749;0.093654;0.097;0.106576
729578579;1794;1862;68.00;0;0;his;;;1.00;0.00;0;60.31;0;0.289125;0.029193;0.192791;0.31421;0.237968
729578579;3538;3672;134.00;0;0;;;;1.50;0.00;0;90.6;0;0.530866;0.068362;0.156283;0.110525;0.333109
729578579;6929;6946;17.00;0;0;;;;2.00;0.00;0;-6.7;0;0;0;0;0;0
729578579;7133;7153;20.00;0;0;;;;2.00;0.00;0;-133.6;0;0.151545;0.168727;0.093654;0.116751;0.08686
729578579;7731;7745;14.00;0;0;;;;2.00;0.00;0;35.61;0;0;0;0;0;0
729578579;13378;13405;27.00;0;0;;;;2.00;0.00;0;Sep 21;0;0.102674;0.445271;0.270443;0.165248;0.010054
729578579;14278;14294;16.00;0;0;;;;2.00;0.00;0;-6.7;0;0.151545;0.174108;0.093654;0.073845;0.08686
729578579;16987;17003;16.00;0;0;;;;2.00;0.50;0.5;93.81;0;0.242265;0.125121;0.091485;0.078641;0.060278
729578579;18738;18761;23.00;0;0;;;;2.00;0.60;1;34.59;0;0.322609;0.008214;0.083153;0.292421;0.5788
729578579;18932;18958;26.00;0;0;;;;2.00;0.00;0;77.91;0;0.019099;0.319299;0.193441;0.343114;0.182709
729578579;19546;19578;32.00;0;0;;;;2.00;0.00;0;49.48;0;0.092162;0.394083;0.132487;0.04647;0.134695
729578579;21375;21389;14.00;0;0;;;;2.00;-0.60;0.9;120.21;0;0;0;0;0;0
729578579;21538;21553;15.00;0;0;;;;2.00;0.00;0;35.61;0;0.040685;0.15467;0.057655;0.042086;0.030915
729578579;21766;21786;20.00;0;0;;;;2.00;0.00;0;-49;0;0.318098;0.125636;0.035534;0.414213;0.054014
729578579;22024;22037;13.00;0;0;;;;2.00;0.00;0;-6.7;0;0;0;0;0;0
729578579;22774;22811;37.00;0;0;;;;2.00;-0.50;0.5;-1.29;0;0.159967;0.045407;0.068747;0.288878;0.456096
729578579;23321;23415;94.00;0;0;Paul VI;;;1.00;0.10;0.4;78.59;0;0.479064;0.327862;0.119293;0.084896;0.032733
729578579;23700;23715;15.00;0;0;;;;2.00;0.00;0;77.91;0;0.136731;0.099715;0.063146;0.201622;0.262453
729578579;23757;23780;23.00;0;0;;;;1.00;-1.00;1;59.97;0;0;0;0;0;0
729578579;23823;23868;45.00;0;0;his;;;1.00;0.00;0;-35.13;0;0.494912;0.111763;0.267191;0.029307;0.195757
729578579;24443;24488;45.00;0;0;;;;1.00;0.05;0.35;31.55;0;0.151545;0.174219;0.093654;0.072945;0.08686
729578579;421;428;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
729578579;509;513;4.00;0;0;;;;2.00;0.00;0;121.22;0;0;0;0;0;0
729578579;1090;1107;17.00;0;0;;;;1.00;0.00;0;93.81;0;0.591548;0.020126;0.400244;0.146605;0.167596
729578579;6046;6058;12.00;0;0;his;;;2.00;0.00;0;119.19;0;0;0;0;0;0
729578579;7201;7218;17.00;0;0;;;;2.00;0.00;0;117.16;0;0;0;0;0;0
729578579;8306;8315;9.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
729578579;8907;8922;15.00;0;0;his;;;2.00;0.00;0;93.81;0;0;0;0;0;0
729578579;9194;9218;24.00;0;0;;;;2.00;0.00;0.1;100.24;0;0.356364;0.01204;0.140802;0.340841;0.481925
729578579;13405;13432;27.00;0;0;;;;3.00;0.00;0;Sep 21;0;0.008753;0.033629;0.028956;0.474115;0.575751
729578579;13500;13508;8.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
729578579;13997;14021;24.00;0;0;;;;2.00;-0.25;0.7;75.88;0;0.273597;0.038134;0.0649;0.505154;0.24985
729578579;14627;14645;18.00;0;0;;;;2.00;0.00;0;-49;0;0.540256;0.167557;0.113713;0.291123;0.023765
729578579;14809;14823;14.00;0;0;;;;3.00;0.00;0;-49;0;0.08641;0.207693;0.073546;0.074177;0.06053
729578579;15614;15630;16.00;0;0;;;;2.00;0.00;0;92.8;0;0.916667;0;0.931034;0;0
729578579;17741;17759;18.00;0;0;;;;2.00;-0.80;1;-91.3;0;0.173662;0.126923;0.099126;0.110742;0.321962
729578579;18366;18387;21.00;0;0;;;;1.00;-0.10;0.1;-91.3;0;0;0;0;0;0
729578579;18656;18706;50.00;0;0;;;;1.00;0.00;0.36;102.61;0;0.359065;0.229514;0.085439;0.177722;0.254743
729578579;19054;19074;20.00;0;0;;;;2.00;-1.00;1;-91.3;0;0.151545;0.174219;0.093654;0.072945;0.08686
729578579;19377;19401;24.00;0;0;;;;2.00;0.00;0;-133.6;0;0.151545;0.174219;0.093654;0.072945;0.08686
729578579;19466;19544;78.00;0;0;;;;2.00;-0.17;0.66;42.38;0;0.301773;0.183997;0.15636;0.135932;0.443285
729578579;21304;21338;34.00;0;0;;;;3.00;0.80;0.75;73.85;0;0.015879;0.91622;0.009753;0.029848;0.031437
729578579;22303;22521;218.00;0;0;;;;1.00;0.10;0.51;48.81;0;0.702803;0.037978;0.178584;0.105736;0.253006
729578579;22719;22753;34.00;0;0;;;;3.00;0.10;0.1;-75.4;0;0;0;0;0;0
729578579;24898;24906;8.00;0;0;;;;1.00;0.00;0;-47.99;0;0;0;0;0;0
729578579;25127;25146;19.00;0;0;;;;2.00;0.00;0;59.97;0;0.151545;0.174219;0.093654;0.072945;0.08686
729578579;26581;26625;44.00;0;0;;;;1.00;-0.38;0.7;96.18;0;0.620298;0.039747;0.15087;0.204407;0.148749
729581752;2235;2356;121.00;0;0;;;;2.00;-0.08;0.22;59.64;0;0.255502;0.312402;0.168901;0.086283;0.038224
729581752;38;67;29.00;0;0;;;;1.00;0.00;0;50.5;0;0.108346;0.145004;0.827722;0.012969;0.015683
729651527;1658;1763;105.00;0;0;;;;2.00;0.00;0;31.89;0;0.223329;0.094772;0.049905;0.52889;0.239028
729651527;2760;2775;15.00;0;0;;;;2.00;0.00;0;93.81;0;0;0;0;0;0
729651527;3131;3160;29.00;0;0;;;;1.00;-0.10;0.9;49.48;0;0.151545;0.174219;0.093654;0.072945;0.08686
729651527;3704;3867;163.00;0;0;he;;;2.00;-0.38;0.58;30.2;0;0.30253;0.048402;0.136233;0.459699;0.327125
729651527;3870;3977;107.00;0;0;He;McGill;;1.00;0.00;0;53.21;0;0.28045;0.236943;0.028941;0.426356;0.077923
729668796;2351;2361;10.00;0;0;;;;2.00;-1.00;1;-47.99;0;0;0;0;0;0
729668796;68;96;28.00;0;0;;;;2.00;0.00;0;33.58;0;0.4057;0.037462;0.191206;0.308332;0.327578
729668796;545;585;40.00;0;0;;;Hungary;3.00;0.00;0;48.47;0;0.374206;0.056788;0.183373;0.26294;0.292497
729668796;1270;1353;83.00;0;0;;;Hungary;2.00;0.00;0;81.63;0;0.291875;0.033592;0.260661;0.230447;0.297265
729668796;2090;2115;25.00;0;0;;;;1.00;-1.00;1;Sep 21;0;0.173306;0.019861;0.047157;0.709548;0.262693
729668796;3756;3776;20.00;0;0;;;;2.00;0.00;0;93.81;0;0.074678;0.05254;0.48843;0.017252;0.554073
729668796;2118;2184;66.00;0;0;;;Hungary;2.00;-0.50;0.5;27.49;0;0.148831;0.179551;0.091248;0.074744;0.088473
729668796;3341;3420;79.00;0;0;;;Hungary;1.00;-0.25;0.25;65.73;0;0.185952;0.03165;0.022974;0.35767;0.574769
729668796;3804;3940;136.00;1;0;;;Israel;1.50;0.00;0;72.5;0;0.204869;0.038031;0.023611;0.175878;0.753828
729668796;296;362;66.00;0;0;;;;2.00;0.00;0;77.23;0;0.30477;0.024831;0.282088;0.248685;0.307135
729668796;1938;2048;110.00;0;0;;;Hungary;1.00;-0.50;0.5;37.3;0;0.16307;0.172638;0.093355;0.089391;0.078668
729668796;3647;3663;16.00;0;0;;;;3.00;0.00;0;35.61;0;0.217583;0.227882;0.054558;0.196082;0.135704
729668796;2854;2939;85.00;0;0;;;;1.00;0.06;0.5;33.92;0;0.228295;0.005893;0.689925;0.195843;0.207255
729668796;3997;4126;129.00;0;0;;;;1.00;0.00;0.5;64.04;0;0.299501;0.120811;0.232692;0.101498;0.48966
729668796;238;251;13.00;0;0;;;Hungary;2.00;0.25;0.33;77.91;0;0;0;0;0;0
729668796;476;500;24.00;0;0;;;Hungary;2.00;0.25;0.33;100.24;0;0.185078;0.387938;0.074952;0.099575;0.064809
729668796;815;828;13.00;0;0;;;America;2.00;0.25;0.33;35.61;0;0;0;0;0;0
729668796;1242;1266;24.00;0;0;;;Hungary;2.00;0.25;0.33;100.24;0;0.185078;0.387938;0.074952;0.099575;0.064809
729668796;3027;3081;54.00;0;0;;;;1.00;-0.20;0.6;21. Jun;0;0.188643;0.011604;0.795009;0.236038;0.055007
729668796;4133;4142;9.00;0;0;;;;3.00;0.00;0;120.21;0;0;0;0;0;0
729670169;1399;1418;19.00;0;0;;;;2.00;0.00;0;-49;0;0.695649;0.013457;0.089225;0.230697;0.191782
729670169;1857;1886;29.00;0;0;;;;2.00;0.00;0;Sep 21;0;0.174684;0.340564;0.050106;0.31551;0.159787
729940206;571;609;38.00;0;0;;;;3.00;0.20;1;Jun 17;0;0.098118;0.618157;0.085132;0.013597;0.238942
729940206;1167;1216;49.00;0;0;;;;1.50;0.20;0.2;37.98;0;0.190815;0.07987;0.096918;0.08921;0.130675
729940206;1866;1874;8.00;0;0;;;;2.00;0.00;0;120.21;0;0;0;0;0;0
729940206;251;402;151.00;0;0;;;;1.00;-0.13;0.57;30.2;0;0.449188;0.018149;0.06038;0.3876;0.414293
729940206;357;402;45.00;0;0;;;;1.00;-0.50;1;71.82;0;0.247283;0.038672;0.06451;0.496326;0.22136
729940206;522;540;18.00;0;0;;;;2.00;0.20;0.9;-49;0;0.337391;0.02446;0.134538;0.223775;0.590483
729940206;1039;1047;8.00;0;0;;;;2.00;-0.70;0.8;36.62;0;0;0;0;0;0
729940206;1218;1282;64.00;0;0;she;;;2.00;0.00;0;90.77;0;0.088427;0.402006;0.08888;0.047487;0.132407
729940206;1838;1859;21.00;0;0;;;;2.00;0.00;0;117.16;0;0.438309;0.347586;0.114807;0.089722;0.054709
730019938;1024;1029;5.00;0;0;;;;2.00;0.00;0;121.22;0;0;0;0;0;0
730019938;2618;2761;143.00;0;0;;;;1.00;-0.21;0.38;65.05;0;0.332672;0.062671;0.133491;0.55785;0.213101
730149656;3428;3433;5.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
730149656;3486;3491;5.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
730149656;5251;5267;16.00;0;0;;;;1.00;0.00;0;-6.7;0;0.142775;0.060437;0.045957;0.716527;0.17053
730149656;3017;3025;8.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
730149656;3371;3376;5.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
730149656;3526;3531;5.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
730149656;216;220;4.00;0;0;;;;0.00;-0.80;0.9;121.22;0;0;0;0;0;0
730149656;225;241;16.00;0;0;;;;2.00;0.00;0;93.81;0;0.244004;0.019132;0.163464;0.584861;0.327941
730149656;1742;1762;20.00;0;0;;;;1.00;0.90;0.9;-91.3;0;0.142869;0.108419;0.013593;0.767273;0.086897
730149656;2379;2395;16.00;0;0;;;;2.00;0.00;0;93.81;0;0.061029;0.323794;0.062724;0.452385;0.256906
730149656;2639;2680;41.00;0;0;;;;3.00;0.40;0.43;31.55;0;0.082884;0.612014;0.137454;0.051638;0.011158
730149656;4647;4905;258.00;0;0;David Duke, Sofian Zakkout, Louis Farrakhan, Steve Anderson;Crime Stoppers and Citizens, Hamas;;1.00;0.00;0;43.74;0;0.258844;0.101353;0.07122;0.472425;0.303493
730149656;7;20;13.00;0;0;;;;2.00;0.00;0;77.91;0;0;0;0;0;0
730149656;306;398;92.00;0;0;;;;2.00;0.40;0.7;73.17;0;0.28908;0.003511;0.185242;0.348091;0.552086
730149656;1492;1575;83.00;0;0;Jesus Christ;;;1.00;0.00;0;74.19;0;0.39449;0.018102;0.153981;0.054528;0.665009
730149656;3070;3104;34.00;0;1;David Duke;;;3.00;0.00;0;106.67;0;0.176301;0.462818;0.072834;0.223249;0.124121
730149656;3832;3846;14.00;0;0;;Hamas;;2.00;0.00;0;119.19;0;0;0;0;0;0
730149656;3851;3868;17.00;0;0;;Hamas;;2.00;0.00;0;119.19;0;0.270418;0.235305;0.123275;0.086975;0.081735
730149656;5049;5068;19.00;0;0;;;;2.00;0.00;0.03;34.59;0;0.29871;0.027519;0.081565;0.693456;0.161342
730149656;5147;5185;38.00;0;0;;;;2.00;0.00;0;-18.21;0;0.171938;0.012854;0.79974;0.166;0.09176
730222442;170;231;61.00;0;0;;;;1.00;-0.80;1;35.95;0;0.309059;0.078637;0.050891;0.156277;0.489211
730222442;2349;2371;22.00;0;0;;;;3.00;0.00;0;59.97;0;0.292882;0.187842;0.190901;0.226031;0.046201
730237078;188;196;8.00;0;0;;;;4.00;0.50;1;36.62;0;0;0;0;0;0
