,0,1,2,sequence_size,qm_size,em_size,ner_person,ner_organization,ner_country,sentiment,keywords
893,711596363,3065,3084,19.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
894,711596363,3277,3297,20.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
895,711596363,3700,3872,172.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
896,711596363,3894,4008,114.0,0,0,Kate Steinle,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
897,711596363,4573,4625,52.0,0,1,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
898,711596363,4626,4665,39.0,0,1,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
899,711596363,4738,4769,31.0,0,1,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
900,711596363,5391,5413,22.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
901,711596363,5627,5646,19.0,0,1,,,,3.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
902,711596363,5647,5679,32.0,0,0,,,,3.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
903,711596363,1944,1954,10.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
904,711596363,3173,3190,17.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
905,711596363,4985,5098,113.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
906,711596363,5745,5780,35.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
907,711622457,457,574,117.0,0,0,,,United Kingdom,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
908,711622457,575,600,25.0,0,1,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
909,711622457,616,733,117.0,0,0,,,United Kingdom,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
910,711622457,734,757,23.0,0,1,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
911,711622457,934,998,64.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
912,711622457,1095,1252,157.0,0,0,"his, Donald Trump, he",,UK,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
913,711622457,1882,1969,87.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
914,711622457,2407,2700,293.0,0,0,,,,1.67,"['church', 'bishop', 'say', 'cathol', 'priest']"
915,711622457,2754,2813,59.0,0,0,,,Pakistan,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
916,711622457,3303,3460,157.0,0,0,"his, Donald Trump, he",,UK,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
917,711622457,1329,1362,33.0,0,0,,,Britain,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
918,711622457,813,847,34.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
919,711716996,1600,1632,32.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
920,711716996,5284,5299,15.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
921,711716996,30,86,56.0,0,0,"Patti Saris, she",,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
922,711716996,724,863,139.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
923,711716996,957,993,36.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
924,711716996,1444,1453,9.0,0,0,,,Red China,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
925,711716996,1936,2065,129.0,0,0,,Obama Regime Administrative Amnesty,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
926,711716996,2231,2269,38.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
927,711716996,2320,2346,26.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
928,711716996,2760,2844,84.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
929,711716996,2910,2943,33.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
930,711716996,4002,4026,24.0,0,0,she,,,3.0,"['gun', 'immigr', 'year', 'state', 'report']"
931,711716996,298,305,7.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
932,711716996,2308,2315,7.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
933,711716996,3978,3992,14.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
934,711716996,4068,4083,15.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
935,711716996,4563,4570,7.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
936,711716996,4959,4974,15.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
937,711964584,1822,1872,50.0,1,0,she,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
938,711964584,1872,1944,72.0,2,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
939,711964584,2918,3006,88.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
940,711964584,293,374,81.0,0,0,"his, he",,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
941,711964584,494,558,64.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
942,711964584,566,632,66.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
943,711964584,757,769,12.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
944,711964584,982,1032,50.0,0,0,,,,3.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
945,711964584,2543,2678,135.0,0,0,,Trump,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
946,711964584,3240,3276,36.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
947,711964584,3289,3381,92.0,0,0,him,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
948,711964584,4087,4114,27.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
949,711964584,4179,4199,20.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
950,711964584,4211,4352,141.0,0,0,her,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
951,712382330,3611,3673,62.0,0,0,,,,3.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
952,712382330,3943,3967,24.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
953,712382330,4216,4265,49.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
954,712382330,919,1055,136.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
955,713130996,4555,4677,122.0,0,0,"Bertolt Brecht, Sidney Hook, Stalin",,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
956,713130996,962,1015,53.0,0,0,he,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
957,713130996,1296,1317,21.0,0,0,,,,3.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
958,713130996,1783,1798,15.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
959,713130996,2698,2734,36.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
960,713130996,3778,3986,208.0,0,0,"Arnaldo Ochoa, Fidel Castro, Stalin",Bolsheviks,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
961,713130996,4355,4464,109.0,0,0,,,,3.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
962,713130996,5222,5333,111.0,0,0,his,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
963,713130996,2149,2196,47.0,0,0,He,,,3.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
964,715588833,624,681,57.0,0,1,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
965,715588833,2437,2464,27.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
966,715588833,7098,7129,31.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
967,715588833,7155,7186,31.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
968,715588833,8643,8941,298.0,0,0,Peter,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
969,715588833,10678,10919,241.0,0,0,"his, Pope",,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
970,715588833,0,18,18.0,0,0,Pope,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
971,715588833,412,499,87.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
972,715588833,1046,1074,28.0,0,0,,,,3.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
973,715588833,1753,1770,17.0,0,0,Pope,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
974,715588833,2061,2161,100.0,0,0,"his, he",,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
975,715588833,2622,2774,152.0,0,0,"Francis, his",,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
976,715588833,6660,6745,85.0,0,0,,,,3.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
977,715588833,7638,7734,96.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
978,715588833,7829,7856,27.0,0,0,his,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
979,715588833,7857,7911,54.0,0,0,him,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
980,715588833,8548,8643,95.0,0,0,Pope the Church,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
981,715588833,8479,8547,68.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
982,715588833,9232,9269,37.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
983,715588833,9456,9504,48.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
984,715588833,9836,10048,212.0,1,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
985,715588833,11273,11389,116.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
986,715588833,11390,11427,37.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
987,715588833,11846,12087,241.0,0,0,Fatima,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
988,715588833,11575,11845,270.0,0,0,"Francis, Peter, his, Pope",,,1.5,"['pope', 'church', 'franci', 'bishop', 'cardin']"
989,715790840,1438,1483,45.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
990,715790840,1616,1847,231.0,0,0,"Francis, Amoris Laetitia",,the Argentine,1.5,"['pope', 'church', 'franci', 'bishop', 'cardin']"
991,715790840,1868,1907,39.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
992,715790840,1941,1956,15.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
993,715790840,2293,2320,27.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
994,715790840,2134,2247,113.0,0,0,Francis,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
995,716469423,2492,2675,183.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
996,716469423,1955,2198,243.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
997,718312499,124,232,108.0,1,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
998,718595845,904,1003,99.0,0,0,,,Saudi Arabia,1.0,"['feder', 'trump', 'u', 's', 'north']"
999,718595845,2154,2260,106.0,1,0,"her, she",UN,,1.0,"['feder', 'trump', 'u', 's', 'north']"
1000,718595845,5170,5182,12.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
1001,718595845,0,32,32.0,0,0,,,US,2.0,"['feder', 'trump', 'u', 's', 'north']"
1002,718595845,2380,2444,64.0,0,0,,U.N.,,1.0,"['feder', 'trump', 'u', 's', 'north']"
1003,718595845,7086,7235,149.0,0,0,,,"Yemen, United States",1.0,"['feder', 'trump', 'u', 's', 'north']"
1004,718595845,1183,1219,36.0,0,0,,,Iran,2.0,"['feder', 'trump', 'u', 's', 'north']"
1005,718595845,5443,5543,100.0,1,0,,,"Iran, U.S.",1.0,"['feder', 'trump', 'u', 's', 'north']"
1006,718595845,305,337,32.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1007,718595845,355,449,94.0,0,0,his,,U.S.,1.0,"['feder', 'trump', 'u', 's', 'north']"
1008,718595845,5405,5427,22.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1009,718595845,6962,7085,123.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
1010,721406153,97,129,32.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1011,721406153,2893,3219,326.0,1,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1012,721406153,4102,4106,4.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1013,721406153,5473,5478,5.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1014,721406153,5502,5506,4.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1015,721406153,5927,6037,110.0,0,0,"Francis, his",,,1.33,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1016,721406153,0,35,35.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1017,721406153,294,468,174.0,0,0,"his, he",,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1018,721406153,1123,1151,28.0,1,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1019,721406153,1264,1282,18.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1020,721406153,1465,1488,23.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1021,721406153,1992,2021,29.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1022,721406153,2022,2211,189.0,0,0,"his, he",,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1023,721406153,2530,2575,45.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1024,721406153,5339,5441,102.0,0,0,,,,3.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1025,721406153,5787,5926,139.0,0,0,Francis,,,3.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1026,721406153,5115,5140,25.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1027,721710340,3416,3672,256.0,0,0,,,United States,1.0,"['feder', 'trump', 'u', 's', 'north']"
1028,721710340,4286,4299,13.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1029,721710340,3879,4010,131.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
1030,721710340,4259,4277,18.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
1031,721710340,4305,4350,45.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1032,721890296,1322,1337,15.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1033,721890296,2109,2259,150.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1034,721890296,5173,5238,65.0,0,1,Orban,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1035,721890296,4429,4451,22.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1036,721890296,48,88,40.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1037,721890296,168,183,15.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1038,721890296,260,275,15.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1039,721890296,883,898,15.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1040,721890296,3895,3910,15.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1041,721890296,4486,4501,15.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1042,721890296,4661,4677,16.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1043,721890296,4764,4780,16.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1044,721890296,1825,1855,30.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1045,721890296,2934,2986,52.0,0,0,,,,3.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1046,721890296,3053,3062,9.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1047,721890296,3427,3477,50.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1048,721890296,3501,3540,39.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1049,721890296,5013,5165,152.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1050,721890296,5165,5172,7.0,0,1,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1051,721890296,759,790,31.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1052,721890296,4122,4386,264.0,0,0,"his, He, he",Protestant Reformers,,3.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1053,721890296,25,46,21.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1054,721890296,560,579,19.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1055,721890296,2091,2105,14.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1056,721890296,2456,2567,111.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1057,721890296,2817,2860,43.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1058,721890296,3616,3643,27.0,0,0,,,united States,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1059,721890296,3541,3614,73.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1060,721890296,3645,3662,17.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1061,721890296,3682,3702,20.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1062,721890296,3914,3947,33.0,0,0,,,Hungary,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1063,721890296,4020,4064,44.0,0,0,,,Hungary,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1064,721890296,4900,4918,18.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1065,721890296,4923,5011,88.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1066,722507879,1369,1376,7.0,0,0,,,,1.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
1067,722507879,1381,1391,10.0,0,0,,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
1068,722507879,3019,3036,17.0,0,0,,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
1069,722507879,3937,3949,12.0,0,0,,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
1070,722507879,2307,2350,43.0,0,0,,Navy,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
1071,722507879,2356,2414,58.0,0,0,,"Intel, Department of Defense",,1.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
1072,722507879,2432,2516,84.0,0,0,Lambert,,,3.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
1073,722507879,4053,4079,26.0,0,0,Reagan Justice Dept,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
1074,722512241,2751,2838,87.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1075,722512241,391,571,180.0,0,0,,U.S. Conference of Catholic Bishops,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1076,722512241,3903,3926,23.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1077,722512241,36,99,63.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1078,722512241,168,310,142.0,0,0,her,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1079,722512241,572,731,159.0,0,0,,,,3.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1080,722512241,2490,2594,104.0,0,0,Antichrist,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1081,722512241,3673,3734,61.0,0,0,Antichrist,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1082,722512241,3840,3886,46.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1083,722512241,3941,3962,21.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1084,722512241,3978,4008,30.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1085,722512241,4325,4418,93.0,0,0,his,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1086,722512241,5116,5333,217.0,0,0,Christ,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1087,722512241,5527,5590,63.0,0,0,Jesus,Cross,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1088,722512241,5787,5934,147.0,0,0,Francis,,"Turkey, Saudi Arabia",1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1089,722512241,6338,6377,39.0,0,0,,,,0.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1090,722512241,6673,6847,174.0,0,0,her,,,0.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1091,722512241,6847,7045,198.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1092,722512241,7424,7547,123.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1093,722512241,7552,7698,146.0,0,0,,,,2.33,"['church', 'bishop', 'say', 'cathol', 'priest']"
1094,722512241,7933,8112,179.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1095,722512241,7276,7398,122.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
1096,723501118,157,257,100.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
1097,723501118,727,741,14.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
1098,723501118,1559,1592,33.0,0,0,,,Sweden,2.5,"['gun', 'immigr', 'year', 'state', 'report']"
1099,723501118,695,720,25.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
1100,723501118,1440,1451,11.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
1101,723501118,1944,2030,86.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
1102,723537899,2302,2343,41.0,1,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1103,723537899,3125,3183,58.0,0,0,,,"Syria, U.S.",1.0,"['feder', 'trump', 'u', 's', 'north']"
1104,723537899,1917,1925,8.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1105,723537899,3463,3515,52.0,1,0,,,U.S.,2.0,"['feder', 'trump', 'u', 's', 'north']"
1106,723537899,4586,4692,106.0,1,0,,,Syria,2.0,"['feder', 'trump', 'u', 's', 'north']"
1107,723537899,766,779,13.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1108,723537899,436,449,13.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1109,723537899,1100,1113,13.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1110,723537899,1174,1185,11.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1111,723537899,1264,1323,59.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
1112,723537899,1350,1391,41.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
1113,723537899,1491,1629,138.0,1,0,,,U.S.,1.0,"['feder', 'trump', 'u', 's', 'north']"
1114,723537899,2228,2302,74.0,0,0,Donald Trump,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
1115,723537899,2474,2687,213.0,1,0,,Hezbollah,"Afghanistan, Syria, Russia, Pakistan, Iran, Iraq",1.0,"['feder', 'trump', 'u', 's', 'north']"
1116,723537899,817,872,55.0,0,0,Erdogan,,U.S.,1.0,"['feder', 'trump', 'u', 's', 'north']"
1117,723537899,1392,1437,45.0,1,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
1118,723537899,1934,1979,45.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
1119,723793978,973,979,6.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
1120,723793978,1418,1430,12.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
1121,723793978,1106,1256,150.0,0,0,,,Sweden,3.0,"['gun', 'immigr', 'year', 'state', 'report']"
1122,723823436,1581,1680,99.0,1,0,his,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1123,723823436,3749,3904,155.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1124,723823436,365,382,17.0,0,0,,,,3.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1125,723823436,1735,1752,17.0,0,0,,,,3.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1126,723823436,2061,2088,27.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1127,723823436,3439,3458,19.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1128,723844295,15,29,14.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1129,723844295,220,275,55.0,0,0,,,,3.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1130,723844295,1242,1270,28.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1131,723844295,2445,2699,253.0,0,0,he,ISIS,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1132,723844295,1963,1994,31.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1133,723844295,2027,2040,13.0,0,0,,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1134,723883127,482,499,17.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1135,723883127,1091,1096,5.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1136,723883127,1053,1064,11.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1137,723883127,1789,1822,33.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1138,723883127,2458,2487,29.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1139,723883127,0,5,5.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1140,723883127,160,174,14.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
1141,724095467,145,161,16.0,0,0,,,,1.0,"['iran', 'said', 'iranian', 'report', 'trump']"
1142,724095467,3785,3879,94.0,2,0,Intellihub,,,2.0,"['iran', 'said', 'iranian', 'report', 'trump']"
